timestamp,region,temperature_C,energy_usage_kWh,humidity,weather_condition
04/01/2024 14:00,London,-2.13,547.46,89.9,Rainy
04/01/2024 15:00,London,-1.79,471.44,60.6,Snowy
04/01/2024 16:00,London,-2.01,469.72,35.5,Snowy
04/01/2024 17:00,London,-2.65,482.53,32.8,Windy
04/01/2024 18:00,London,-4.28,465.96,36.6,Foggy
04/01/2024 19:00,London,-0.45,488.81,67.6,Windy
04/01/2024 20:00,London,-2.83,525.66,77.5,Cloudy
04/01/2024 21:00,London,-3.05,496.09,55.3,Sunny
04/01/2024 22:00,London,-1.67,501,33.8,Rainy
04/01/2024 23:00,London,-3.4,476.86,52.9,Foggy
05/01/2024 00:00,London,-3.55,519.38,89.8,Cloudy
05/01/2024 01:00,London,-2.45,540.03,61.7,Sunny
05/01/2024 02:00,London,-0.45,544.07,88.3,Rainy
05/01/2024 03:00,London,-1.21,580.76,81.6,Rainy
05/01/2024 04:00,London,-1.8,599.84,30.7,Cloudy
05/01/2024 05:00,London,-4.83,590.07,73.2,Windy
05/01/2024 06:00,London,-2.87,569.47,70.9,Cloudy
05/01/2024 07:00,London,-2.15,624.63,62.2,Cloudy
05/01/2024 08:00,London,-5.28,574.23,46,Cloudy
05/01/2024 09:00,London,-3.86,577.8,68.5,Cloudy
05/01/2024 10:00,London,-2.94,553.1,36.7,Sunny
05/01/2024 11:00,London,-1.92,584.96,56.1,Cloudy
05/01/2024 12:00,London,0.05,523.51,57.2,Foggy
05/01/2024 13:00,London,-4.43,535.55,87.2,Sunny
05/01/2024 14:00,London,-1,527.66,82.6,Sunny
05/01/2024 15:00,London,-1,495.73,45.8,Windy
05/01/2024 16:00,London,-3.22,493.99,60,Cloudy
05/01/2024 17:00,London,-2.94,499.57,40.7,Windy
05/01/2024 18:00,London,-1.64,505.43,84.8,Snowy
05/01/2024 19:00,London,-2.1,491.22,82.2,Foggy
05/01/2024 20:00,London,-1.82,452.42,47.9,Windy
05/01/2024 21:00,London,-2.4,501.29,68.3,Cloudy
05/01/2024 22:00,London,-2.4,509.64,66.5,Cloudy
05/01/2024 23:00,London,-2.18,512.88,39.2,Snowy
06/01/2024 00:00,London,-1.43,550.27,75.8,Snowy
06/01/2024 01:00,London,-2.41,540.84,62.4,Cloudy
06/01/2024 02:00,London,-1.75,571.97,76.7,Cloudy
06/01/2024 03:00,London,-3.32,577.9,61.8,Rainy
06/01/2024 04:00,London,-1.93,598.66,30,Snowy
06/01/2024 05:00,London,-2.08,594.88,49.4,Sunny
06/01/2024 06:00,London,-1.54,619.63,31.2,Sunny
06/01/2024 07:00,London,-1.83,581.28,85.7,Windy
06/01/2024 08:00,London,-3.62,576.75,82.7,Rainy
06/01/2024 09:00,London,-0.61,584.67,79.9,Cloudy
06/01/2024 10:00,London,-0.44,565.43,48.5,Snowy
06/01/2024 11:00,London,-2.82,553.31,33.5,Sunny
06/01/2024 12:00,London,-2.65,525.32,82.7,Rainy
06/01/2024 13:00,London,-3.71,536.82,86.8,Snowy
06/01/2024 14:00,London,-1.51,562.65,35.1,Rainy
06/01/2024 15:00,London,-3,495.5,59.2,Snowy
06/01/2024 16:00,London,-3.33,516.47,34.2,Cloudy
06/01/2024 17:00,London,-1.75,471.02,75.6,Windy
06/01/2024 18:00,London,-3.46,505.76,76,Snowy
06/01/2024 19:00,London,-2.18,503.72,37.7,Windy
06/01/2024 20:00,London,-3.45,456.41,58.5,Windy
06/01/2024 21:00,London,-3.44,516.31,63,Cloudy
06/01/2024 22:00,London,-0.45,505.16,45.9,Cloudy
06/01/2024 23:00,London,-0.29,543.39,82.3,Rainy
07/01/2024 00:00,London,-3.9,547.55,55.4,Rainy
07/01/2024 01:00,London,-1.65,508.82,42.7,Cloudy
07/01/2024 02:00,London,-1.87,593.89,62.4,Sunny
07/01/2024 03:00,London,-2.11,580.45,73.8,Windy
07/01/2024 04:00,London,-2.68,585.69,42.1,Foggy
07/01/2024 05:00,London,-3.69,582,48.7,Foggy
07/01/2024 06:00,London,-2.93,599.87,89.7,Foggy
07/01/2024 07:00,London,-3.07,578.37,69,Rainy
07/01/2024 08:00,London,-1.75,597.73,56.3,Rainy
07/01/2024 09:00,London,-3.05,591.81,61.1,Rainy
07/01/2024 10:00,London,-2.96,571.7,37.3,Foggy
07/01/2024 11:00,London,-1.54,545.26,43.5,Snowy
07/01/2024 12:00,London,-3.68,540.37,50.3,Windy
07/01/2024 13:00,London,-3.87,523.66,65.3,Sunny
07/01/2024 14:00,London,-2.79,466.84,43.8,Rainy
07/01/2024 15:00,London,-1.98,501.2,43.2,Windy
07/01/2024 16:00,London,-1.33,500.53,34.3,Windy
07/01/2024 17:00,London,-1.77,514.6,67.9,Cloudy
07/01/2024 18:00,London,-2.64,488.93,43.7,Rainy
07/01/2024 19:00,London,-4.08,515.59,84.3,Snowy
07/01/2024 20:00,London,-2.66,476.11,81.6,Cloudy
07/01/2024 21:00,London,-1.77,461.26,34.3,Rainy
07/01/2024 22:00,London,-2.94,534.27,44.3,Snowy
07/01/2024 23:00,London,-2.95,514.85,70.1,Sunny
08/01/2024 00:00,London,-2.87,505.54,42.9,Snowy
08/01/2024 01:00,London,-1.74,557.41,37.9,Windy
08/01/2024 02:00,London,-2.73,567.65,86.1,Foggy
08/01/2024 03:00,London,-2.44,597.4,64.3,Windy
08/01/2024 04:00,London,-2.51,565.77,58.4,Sunny
08/01/2024 05:00,London,-1.88,608.42,77.1,Sunny
08/01/2024 06:00,London,-2.25,621.82,78.4,Snowy
08/01/2024 07:00,London,-2.43,620.68,41.4,Snowy
08/01/2024 08:00,London,-1.05,604.65,35.8,Sunny
08/01/2024 09:00,London,-3.2,581.71,55.9,Sunny
08/01/2024 10:00,London,-1.22,543.07,55.4,Windy
08/01/2024 11:00,London,-2.85,553,58,Foggy
08/01/2024 12:00,London,-3.32,563.2,73.7,Snowy
08/01/2024 13:00,London,-2.08,517.39,70.4,Windy
08/01/2024 14:00,London,-1.85,515.28,89,Snowy
08/01/2024 15:00,London,-3.35,492.89,35.9,Rainy
08/01/2024 16:00,London,-2.02,517.26,54.2,Rainy
08/01/2024 17:00,London,-2.94,503.91,50.4,Sunny
08/01/2024 18:00,London,-0.87,465.99,81.7,Snowy
08/01/2024 19:00,London,-2.1,509.64,44.9,Rainy
08/01/2024 20:00,London,-2.55,523.24,41.4,Sunny
08/01/2024 21:00,London,-0.26,514.02,56.9,Sunny
08/01/2024 22:00,London,-2.69,537.99,55.3,Cloudy
08/01/2024 23:00,London,-1.61,481.24,46.7,Cloudy
09/01/2024 00:00,London,-2.4,540.3,45,Rainy
09/01/2024 01:00,London,-2,558.51,85.4,Snowy
09/01/2024 02:00,London,-2.48,558.34,56.6,Foggy
09/01/2024 03:00,London,-1.66,620.05,81.7,Rainy
09/01/2024 04:00,London,-3.25,567.72,63,Sunny
09/01/2024 05:00,London,-2.38,600.57,33,Rainy
09/01/2024 06:00,London,-1.23,578.43,90,Sunny
09/01/2024 07:00,London,-2.94,558.19,80.2,Snowy
09/01/2024 08:00,London,-1.02,600.68,88.1,Snowy
09/01/2024 09:00,London,-2.86,560.51,85.6,Sunny
09/01/2024 10:00,London,-3.63,583.89,80.9,Rainy
09/01/2024 11:00,London,-3.51,564.46,40,Cloudy
09/01/2024 12:00,London,-0.36,541.24,59.1,Sunny
09/01/2024 13:00,London,-3.36,541.64,42.8,Foggy
09/01/2024 14:00,London,-3.62,555.18,54.1,Sunny
09/01/2024 15:00,London,-0.99,506.14,33.5,Rainy
09/01/2024 16:00,London,-3.3,492.2,52.7,Rainy
09/01/2024 17:00,London,-2.69,502.91,89.1,Cloudy
09/01/2024 18:00,London,-1.36,472.64,45.9,Rainy
09/01/2024 19:00,London,-1.39,507.59,77,Foggy
09/01/2024 20:00,London,-2.91,478.98,57.3,Sunny
09/01/2024 21:00,London,-2.28,488.24,55.4,Cloudy
09/01/2024 22:00,London,-1.37,498.3,87.4,Snowy
09/01/2024 23:00,London,-1.85,532.39,89.7,Sunny
10/01/2024 00:00,London,-2.9,548.57,63.3,Windy
10/01/2024 01:00,London,-1.26,541.03,73.1,Cloudy
10/01/2024 02:00,London,-2.75,563.12,39.3,Foggy
10/01/2024 03:00,London,-2.38,575.87,47.8,Rainy
10/01/2024 04:00,London,-4.11,577.21,88.1,Windy
10/01/2024 05:00,London,-0.7,608.75,64.8,Foggy
10/01/2024 06:00,London,-2.13,600.04,62.5,Snowy
10/01/2024 07:00,London,-2.39,595.22,74.9,Foggy
10/01/2024 08:00,London,-1.81,600.33,33.4,Windy
10/01/2024 09:00,London,-3.51,594.64,65.1,Windy
10/01/2024 10:00,London,-4.8,586.44,60.2,Cloudy
10/01/2024 11:00,London,-3.75,562.96,81.2,Cloudy
10/01/2024 12:00,London,-3.53,550.68,39.4,Windy
10/01/2024 13:00,London,-1.76,566.43,87.6,Sunny
10/01/2024 14:00,London,-3.88,542.61,34.8,Sunny
10/01/2024 15:00,London,-2.21,502.68,41.1,Foggy
10/01/2024 16:00,London,-1.58,498.22,65.7,Windy
10/01/2024 17:00,London,-1.62,477.6,70.5,Sunny
10/01/2024 18:00,London,-2.97,514.44,44.1,Snowy
10/01/2024 19:00,London,-0.85,496.74,37.2,Snowy
10/01/2024 20:00,London,-5.13,498.96,83.4,Windy
10/01/2024 21:00,London,-2.31,507.04,44.8,Rainy
10/01/2024 22:00,London,-2,513.56,65.7,Foggy
10/01/2024 23:00,London,-1.5,513.04,67.2,Windy
11/01/2024 00:00,London,-1.04,584.05,55.2,Rainy
11/01/2024 01:00,London,-3.19,549.09,65,Windy
11/01/2024 02:00,London,-1.86,556.96,61.4,Foggy
11/01/2024 03:00,London,-2.77,614.21,86.1,Windy
11/01/2024 04:00,London,-1.54,640.55,42.3,Sunny
11/01/2024 05:00,London,-2.1,594.26,73,Foggy
11/01/2024 06:00,London,-2.22,605.34,44.3,Windy
11/01/2024 07:00,London,-2.41,606,53.7,Cloudy
11/01/2024 08:00,London,-3.21,606.59,70.3,Windy
11/01/2024 09:00,London,-3.68,577.82,48,Windy
11/01/2024 10:00,London,-2.39,535.51,49,Foggy
11/01/2024 11:00,London,-1.51,526.3,75.1,Foggy
11/01/2024 12:00,London,-1.61,527.2,34.4,Cloudy
11/01/2024 13:00,London,-2.68,549.12,57.5,Sunny
11/01/2024 14:00,London,-0.08,527.73,89.9,Snowy
11/01/2024 15:00,London,-4.26,533.02,89.8,Snowy
11/01/2024 16:00,London,-2.51,506.55,34.4,Windy
11/01/2024 17:00,London,-1.72,455.12,42.8,Snowy
11/01/2024 18:00,London,-2.27,489.55,45.9,Sunny
11/01/2024 19:00,London,-1.05,514.17,86,Cloudy
11/01/2024 20:00,London,-3.9,530.41,82.9,Windy
11/01/2024 21:00,London,-1.83,483,82.8,Cloudy
11/01/2024 22:00,London,-2.22,546.1,52.2,Rainy
11/01/2024 23:00,London,-3.49,566.29,39.5,Snowy
12/01/2024 00:00,London,-3.72,539.63,80,Windy
12/01/2024 01:00,London,-3.15,597.37,72.2,Snowy
12/01/2024 02:00,London,-2.7,559.98,66.7,Cloudy
12/01/2024 03:00,London,-1.76,607.96,89.2,Snowy
12/01/2024 04:00,London,-1.54,598.14,69.2,Rainy
12/01/2024 05:00,London,-1.96,596.11,30.5,Snowy
12/01/2024 06:00,London,-0.53,633.89,79,Sunny
12/01/2024 07:00,London,-1.13,624.99,48,Foggy
12/01/2024 08:00,London,-1.69,578.68,69.8,Snowy
12/01/2024 09:00,London,-1.58,597.02,86.3,Sunny
12/01/2024 10:00,London,-0.95,599.38,38.1,Rainy
12/01/2024 11:00,London,-1.66,536.15,36.9,Foggy
12/01/2024 12:00,London,-2.3,544.3,36.4,Foggy
12/01/2024 13:00,London,-1.96,532.77,63.2,Sunny
12/01/2024 14:00,London,-2.49,536.87,46.3,Sunny
12/01/2024 15:00,London,-2.64,518.61,66.3,Windy
12/01/2024 16:00,London,-3.73,490.71,73.1,Snowy
12/01/2024 17:00,London,-1.55,477.2,42.2,Sunny
12/01/2024 18:00,London,-0.96,519.4,68.1,Rainy
12/01/2024 19:00,London,-2.48,561.78,45.8,Sunny
12/01/2024 20:00,London,-0.97,488.37,59.3,Cloudy
12/01/2024 21:00,London,-1.46,517.5,84.3,Rainy
12/01/2024 22:00,London,-2.99,506.29,80.8,Sunny
12/01/2024 23:00,London,-1.21,529.12,35.5,Foggy
13/01/2024 00:00,London,-2.24,539.43,55.4,Windy
13/01/2024 01:00,London,-2.89,569.75,46.6,Sunny
13/01/2024 02:00,London,-1.75,533.97,30.2,Foggy
13/01/2024 03:00,London,-2.12,582.37,76.3,Snowy
13/01/2024 04:00,London,-0.74,665.02,68.2,Windy
13/01/2024 05:00,London,-2.5,577.29,45.7,Snowy
13/01/2024 06:00,London,-2.02,609.53,74.5,Sunny
13/01/2024 07:00,London,-0.17,645.07,63.1,Sunny
13/01/2024 08:00,London,-1.28,594.43,55.7,Foggy
13/01/2024 09:00,London,-1.46,602.6,30.6,Rainy
13/01/2024 10:00,London,-1.9,554.58,34.5,Sunny
13/01/2024 11:00,London,-1.08,574.44,83,Foggy
13/01/2024 12:00,London,-2.24,545.85,84.2,Snowy
13/01/2024 13:00,London,-2.93,549.76,62.7,Snowy
13/01/2024 14:00,London,-3.89,545.75,80.1,Snowy
13/01/2024 15:00,London,-3.2,477.23,65,Sunny
13/01/2024 16:00,London,-0.32,492.38,38.9,Cloudy
13/01/2024 17:00,London,-2.86,526.66,37.6,Rainy
13/01/2024 18:00,London,-0.29,471.4,48.5,Foggy
13/01/2024 19:00,London,-3.1,486.31,83.9,Snowy
13/01/2024 20:00,London,-1.21,542.32,77.8,Sunny
13/01/2024 21:00,London,-3.22,546.7,81.6,Sunny
13/01/2024 22:00,London,-2.85,536.68,83.9,Windy
13/01/2024 23:00,London,-3.41,540.97,42.6,Cloudy
14/01/2024 00:00,London,-2.18,553.92,45,Snowy
14/01/2024 01:00,London,-1.69,554.58,36.2,Cloudy
14/01/2024 02:00,London,-2.95,596.99,76.8,Snowy
14/01/2024 03:00,London,-0.73,599.38,83,Rainy
14/01/2024 04:00,London,-1.57,623.9,54.4,Foggy
14/01/2024 05:00,London,-1.24,595.27,67.2,Snowy
14/01/2024 06:00,London,-2.85,602.44,39.3,Rainy
14/01/2024 07:00,London,-0.14,624.5,85.8,Snowy
14/01/2024 08:00,London,-1.61,616.06,81.9,Cloudy
14/01/2024 09:00,London,-3.39,638.6,88.6,Cloudy
14/01/2024 10:00,London,-1.59,602.7,78.6,Foggy
14/01/2024 11:00,London,-3.84,590.32,82.9,Rainy
14/01/2024 12:00,London,-2.43,533.77,31.5,Sunny
14/01/2024 13:00,London,-3.02,520.43,74.2,Foggy
14/01/2024 14:00,London,-3.35,533.42,49.9,Snowy
14/01/2024 15:00,London,-2.46,527.29,85.8,Rainy
14/01/2024 16:00,London,-0.39,509.12,78.1,Snowy
14/01/2024 17:00,London,-4.32,501.27,81.8,Snowy
14/01/2024 18:00,London,-0.88,502.48,78.6,Cloudy
14/01/2024 19:00,London,-0.54,515.17,46,Sunny
14/01/2024 20:00,London,-3.91,513.9,77.2,Windy
14/01/2024 21:00,London,-1.77,542.22,36.5,Windy
14/01/2024 22:00,London,-0.25,550.37,82.3,Windy
14/01/2024 23:00,London,-1.63,559.25,81.5,Foggy
15/01/2024 00:00,London,-2.16,533.32,43.3,Cloudy
15/01/2024 01:00,London,-1.95,584.45,79,Foggy
15/01/2024 02:00,London,-3.2,617.24,57.6,Windy
15/01/2024 03:00,London,-0.99,574.92,48.3,Foggy
15/01/2024 04:00,London,-0.63,605.13,77.7,Cloudy
15/01/2024 05:00,London,-2.77,638.51,43.7,Foggy
15/01/2024 06:00,London,-2.05,656.82,31.4,Foggy
15/01/2024 07:00,London,-2.85,582.29,41.6,Rainy
15/01/2024 08:00,London,-2.28,627.08,49.7,Windy
15/01/2024 09:00,London,-2.92,575.76,81.9,Cloudy
15/01/2024 10:00,London,-1.77,561.43,88,Sunny
15/01/2024 11:00,London,-1.69,570.33,46.7,Sunny
15/01/2024 12:00,London,-1.5,534.9,68.5,Snowy
15/01/2024 13:00,London,-0.7,544.36,54,Windy
15/01/2024 14:00,London,-1.23,553.65,88.9,Rainy
15/01/2024 15:00,London,-3.15,540.44,62.2,Windy
15/01/2024 16:00,London,-3.42,486.46,86.4,Snowy
15/01/2024 17:00,London,-0.03,530.48,36.9,Sunny
15/01/2024 18:00,London,0.08,498.92,88.2,Snowy
15/01/2024 19:00,London,-1.89,518.79,40.7,Sunny
15/01/2024 20:00,London,-2.01,498.94,87.8,Windy
15/01/2024 21:00,London,-2.89,527.08,45.9,Windy
15/01/2024 22:00,London,-3.06,512.55,36.5,Cloudy
15/01/2024 23:00,London,-1.6,546.12,56.1,Rainy
16/01/2024 00:00,London,-0.98,556.42,73.7,Snowy
16/01/2024 01:00,London,-2.5,588.01,48.8,Rainy
16/01/2024 02:00,London,-2.73,580,66.4,Sunny
16/01/2024 03:00,London,-2.54,600.67,60.7,Sunny
16/01/2024 04:00,London,-0.15,586.3,53.1,Snowy
16/01/2024 05:00,London,-0.62,634.24,64.6,Sunny
16/01/2024 06:00,London,-0.35,684.14,45.3,Rainy
16/01/2024 07:00,London,-0.49,638,72.5,Rainy
16/01/2024 08:00,London,-3.23,590.12,30.1,Foggy
16/01/2024 09:00,London,-1.56,570.9,85.5,Sunny
16/01/2024 10:00,London,-1.3,550.46,62.3,Cloudy
16/01/2024 11:00,London,-0.77,573.1,73.2,Rainy
16/01/2024 12:00,London,-1.79,549.95,74.5,Cloudy
16/01/2024 13:00,London,-3.82,574.99,70.2,Windy
16/01/2024 14:00,London,-0.58,529.64,51.9,Snowy
16/01/2024 15:00,London,-1.26,517.15,34.2,Rainy
16/01/2024 16:00,London,-1.63,531.18,69.9,Foggy
16/01/2024 17:00,London,-1.36,537.17,49.8,Snowy
16/01/2024 18:00,London,-1.4,508.99,48.8,Snowy
16/01/2024 19:00,London,-2.68,500.78,80.9,Cloudy
16/01/2024 20:00,London,-1.11,485.96,73.2,Foggy
16/01/2024 21:00,London,-0.81,519.35,48,Sunny
16/01/2024 22:00,London,-2.74,514.7,48.6,Foggy
16/01/2024 23:00,London,-1.25,550,54.5,Sunny
17/01/2024 00:00,London,-0.25,541.97,54.1,Sunny
17/01/2024 01:00,London,-2.42,580.07,47.7,Sunny
17/01/2024 02:00,London,-2.59,595.72,37.6,Snowy
17/01/2024 03:00,London,-1.52,617.03,55.2,Snowy
17/01/2024 04:00,London,-0.33,590.29,86.4,Snowy
17/01/2024 05:00,London,-1.5,609.09,70.6,Sunny
17/01/2024 06:00,London,-1.41,632.58,84.2,Cloudy
17/01/2024 07:00,London,-2.83,604,66.9,Snowy
17/01/2024 08:00,London,-1.33,616.83,48.1,Windy
17/01/2024 09:00,London,-2.06,620.5,62.9,Sunny
17/01/2024 10:00,London,-1.11,585,30,Foggy
17/01/2024 11:00,London,-2.69,556.68,47.2,Cloudy
17/01/2024 12:00,London,-1.81,538.77,55.8,Snowy
17/01/2024 13:00,London,-1.74,576.89,64.8,Sunny
17/01/2024 14:00,London,-2.19,528.15,69.3,Rainy
17/01/2024 15:00,London,0.16,557.32,57.9,Rainy
17/01/2024 16:00,London,-2.61,520.89,56.5,Sunny
17/01/2024 17:00,London,-1.51,516.52,42.8,Windy
17/01/2024 18:00,London,-0.03,512.26,58.4,Windy
17/01/2024 19:00,London,-1.6,526.22,84.1,Foggy
17/01/2024 20:00,London,-0.65,536.85,77.8,Rainy
17/01/2024 21:00,London,-1.3,495.95,40.2,Snowy
17/01/2024 22:00,London,-2.33,555.26,35.1,Windy
17/01/2024 23:00,London,-1.59,569.08,60.9,Sunny
18/01/2024 00:00,London,0.13,545.99,68,Sunny
18/01/2024 01:00,London,-0.62,577.67,50.1,Cloudy
18/01/2024 02:00,London,-0.82,597.18,79.1,Windy
18/01/2024 03:00,London,0.37,612.41,75.1,Cloudy
18/01/2024 04:00,London,-2.4,627.25,70.4,Rainy
18/01/2024 05:00,London,-1.43,647.31,43.5,Windy
18/01/2024 06:00,London,-1.31,675.99,41.9,Sunny
18/01/2024 07:00,London,-1.87,622.55,31.5,Sunny
18/01/2024 08:00,London,-2.36,620.57,44.7,Sunny
18/01/2024 09:00,London,-1.53,615.43,58.5,Cloudy
18/01/2024 10:00,London,-1.69,585.81,81,Cloudy
18/01/2024 11:00,London,-2.64,576.77,34.4,Rainy
18/01/2024 12:00,London,-0.62,596.67,54.9,Foggy
18/01/2024 13:00,London,-1.84,535.96,67.8,Rainy
18/01/2024 14:00,London,-1.84,582.89,41.7,Cloudy
18/01/2024 15:00,London,-0.76,540.28,71.8,Windy
18/01/2024 16:00,London,-0.8,551.02,59.7,Cloudy
18/01/2024 17:00,London,-2.91,506.68,44.6,Sunny
18/01/2024 18:00,London,-2.29,524.32,69.4,Foggy
18/01/2024 19:00,London,-1.6,529.65,30.3,Snowy
18/01/2024 20:00,London,-2.27,547.65,75.1,Rainy
18/01/2024 21:00,London,-1.83,543.15,76.2,Foggy
18/01/2024 22:00,London,-0.56,563.36,36.4,Cloudy
18/01/2024 23:00,London,-1.4,571.18,55.5,Cloudy
19/01/2024 00:00,London,0.07,582.08,40.6,Sunny
19/01/2024 01:00,London,-2.4,598.27,87.5,Snowy
19/01/2024 02:00,London,-1.71,553.44,61.1,Rainy
19/01/2024 03:00,London,-1.21,614.58,33,Windy
19/01/2024 04:00,London,-0.52,606.33,45,Windy
19/01/2024 05:00,London,-3.18,630.42,80.9,Sunny
19/01/2024 06:00,London,-1.29,630.87,57.4,Sunny
19/01/2024 07:00,London,-1.65,605.67,78.1,Rainy
19/01/2024 08:00,London,-1.81,614.36,70.1,Foggy
19/01/2024 09:00,London,-0.6,619.83,89.3,Foggy
19/01/2024 10:00,London,-1.95,634.88,65.7,Snowy
19/01/2024 11:00,London,-1.94,597.77,87,Windy
19/01/2024 12:00,London,-1.84,604.43,83.5,Sunny
19/01/2024 13:00,London,-1.59,559.34,66.8,Cloudy
19/01/2024 14:00,London,-1.81,547.15,73.2,Snowy
19/01/2024 15:00,London,-0.48,548.29,60.3,Foggy
19/01/2024 16:00,London,-1.65,556.32,79.8,Snowy
19/01/2024 17:00,London,-0.8,507.81,62.9,Foggy
19/01/2024 18:00,London,-3.05,506.33,83.8,Windy
19/01/2024 19:00,London,-1.26,528.52,74.6,Foggy
19/01/2024 20:00,London,-0.32,500.4,58.5,Windy
